city,state,mean site eui,mean site eui res,mean source eui,mean source eui res,mean fuel eui,mean fuel eui res,mean electric eui,mean electric eui res,CDD,HDD,Tavg,Trange,Tmax,Tmin,Prcp,Snow
Newport,RI,113.1304998,40.73143839334989,291.8347903,112.7173201062106,30.531347355987343,7.379537372043622,80.38871131245804,24.788492831845247,600,5732,50.9,22.28,62.06,39.74,5287,302
Charleston,SC,124.49618079999999,49.87316713185593,341.58356989999993,132.48201498623192,21.209472142950567,11.540540577892685,119.99245601446279,38.3372056551059,2340,2018,65.84,19.22,75.56,56.12000000000001,4973,0
Charleston,SC,124.49618079999999,49.87316713185593,341.58356989999993,132.48201498623192,21.209472142950567,,119.99245601446279,,2340,2018,65.84,19.22,75.56,56.12000000000001,4973,0
Charleston,WV,124.49618079999999,49.87316713185593,341.58356989999993,132.48201498623192,21.209472142950567,11.540540577892685,119.99245601446279,38.3372056551059,924,4955,53.96,23.36,65.66,42.26000000000001,4622,264
Charleston,WV,124.49618079999999,49.87316713185593,341.58356989999993,132.48201498623192,21.209472142950567,,119.99245601446279,,924,4955,53.96,23.36,65.66,42.26000000000001,4622,264
Greenville,SC,129.7423639,40.030115267149476,334.2210408,98.84779224491652,35.2148699510795,13.402645456970179,99.07052811127672,26.404643362238957,1490,3411,59.72,24.26,71.96,47.66,5594,4
Spartanburg,SC,234.34458990000002,,582.8180852999999,,81.74243975188786,,174.5006129166793,,1401,3712,58.64,27.5,72.32,44.96,4980,4
Rock Hill,SC,89.43259254,,227.3712761,,26.68203616487261,,78.09702454272352,,1930,2815,62.6,21.56,73.22,51.8,4389,36
Sioux Falls,SD,67.75442070000001,,155.8185237,,26.23730963133176,,38.72779439039669,,579,7884,44.96,21.02,55.58,34.52,2636,360
Rapid City,SD,113.09648689999999,,287.3079967,,31.29330843171887,,83.56480203997704,,295,7551,45.14,27.32,58.82,31.46,1915,516
Aberdeen,SD,92.04322381,,235.70398319999998,,19.34471062064941,,70.27144234476944,,525,8534,42.98,23.18,54.68,31.46,2319,381
Memphis,TN,112.1825074,49.88042368681936,303.031317,124.18577375553456,22.10694151935823,15.52093618233408,95.38076621673187,34.359487504485266,2021,3317,61.34,19.4,71.06,51.8,5340,28
Nashville,TN,150.7269549,44.141701025844284,393.6982177,125.6577118972905,38.63836849715178,6.170401399793223,121.8261634437935,37.950455528712396,1332,4107,57.38,24.62,69.62,45.14,5267,18
Knoxville,TN,139.14474719999998,37.14807062245915,333.29472810000004,99.25468992670395,52.69375785680332,8.518319214624919,91.18226671571071,27.828000492659232,1339,3955,57.74,23.0,69.25999999999999,46.22,5193,65
Chattanooga,TN,96.62222983,37.64086501902485,271.289067,99.8750553881536,17.41534028216583,8.763062796171447,92.40368920614605,28.773299878478102,1433,3560,59.18,24.98,71.78,46.58,4499,0
Houston,TX,82.47733256,55.32809916058668,231.72419130000003,116.7923266078672,12.989200924951104,27.245043327587148,80.58046589970735,28.98260788163245,2586,1469,68.0,18.32,77.18,58.82,5350,0
Dallas,TX,88.02108432,58.128451701062545,260.4726207,141.98093391407562,7.799116580156891,19.41592441479579,85.16808479591197,36.71438290616883,2463,2429,65.12,23.9,77.0,53.06,4015,7
San Antonio,TX,96.1138494,41.376379342128686,284.63120810000004,103.62349348422545,7.9709488000141455,12.584207521260295,105.17800017883344,27.310792149237827,2364,2049,65.84,24.8,78.25999999999998,53.42,3810,-7777
Austin,TX,83.45718866,42.98109811087697,242.5265125,93.41574038481504,8.992272970190056,,85.44434021611653,,2710,1918,67.28,24.26,79.16,55.04,3489,6
Salt Lake City,UT,134.5682814,66.46771570489935,315.097126,107.4892087401292,52.62919085514368,48.475667522325665,82.40070316897537,17.200832808677216,21,9639,38.66,18.32,47.84,29.48,5423,5461
Provo,UT,93.40677051,,234.7168284,,,,,,662,5962,50.54,24.62,62.78,38.12,2053,698
Ogden,UT,149.5257612,50.792128336138184,346.1957505,84.4634320619675,62.4202042435189,35.896579384452835,97.16772636694448,15.695421218196973,1174,5670,52.7,17.240000000000002,61.34,44.06,1338,485
Logan,UT,138.058773,,299.1861208,,64.11370387233946,,73.88903332426017,,704,6680,48.56,21.74,59.540000000000006,37.76,1776,415
Burlington,VT,92.67606944,,249.731546,,19.151180988435573,,77.8040013120638,,484,7432,45.86,18.68,55.22,36.68,3104,852
Virginia Beach,VA,69.98037327,58.19740011881584,195.8494603,121.3419742665417,11.41192571840696,29.376967515090968,62.97189708547312,27.777556944060468,1647,3215,60.62,16.520000000000003,69.08,52.34,5079,58
Norfolk,VA,96.19455802,,270.94183250000003,,13.355791298730425,,86.46286452578535,,1836,2958,61.88,17.06,70.34,53.42,5079,49
Richmond,VA,112.7045206,43.936039385257565,315.2141142,103.40617739623094,18.72215527354981,16.625876450537874,100.20431209331451,19.247213577336534,1292,4096,57.38,20.66,67.64,46.94,4341,165
Hampton,VA,97.87837459999999,38.02784278816564,271.50766200000004,99.75304146535058,19.02000499429416,10.249316083688166,86.7898566704291,28.68637371387555,1836,2958,61.88,17.06,70.34,53.42,5079,49
Roanoke,VA,84.18433013,,201.626666,,30.61558702424989,,55.88477201224956,,1061,4354,55.94,23.54,67.64,44.24,4711,213
Seattle,WA,79.72324338,36.055702903770324,195.3535939,90.92973500324426,26.39955838503475,25.04539406971136,95.48640824036724,25.535467211234522,165,4919,51.98,16.88,60.44000000000001,43.52,5637,35
Tacoma,WA,129.8152554,,364.7453911,,21.40859921844436,,141.2801816916469,,223,4531,53.24,17.240000000000002,61.88,44.6,3914,48
Vancouver,WA,93.06533805,,246.03128419999996,,21.298654314766765,,72.81282197095835,,330,4447,53.78,21.2,64.22,43.16,4058,28
Everett,WA,135.19143259999998,,344.729678,,37.77492151461431,,105.1763288894362,,111,4937,51.8,17.779999999999994,60.62,42.98,3844,25
Spokane,WA,134.0968778,,334.87043660000006,,40.50853506554442,,94.665363149638,,249,7139,46.04,21.74,57.02,35.24,1708,541
Huntington,WV,111.211455,,256.79424159999996,,41.88212600379602,,75.17244206978314,8.694154548039814,948,5223,53.24,21.38,63.86,42.62000000000001,4413,68
Morgantown,WV,117.75667659999998,,267.3519048,,17.273912813075395,,68.45699089955532,,744,5709,51.44,22.46,62.6,40.28,3958,378
Wheeling,WV,97.56701693,,240.3808684,,32.459815198994896,,61.07768863132277,,909,5303,53.06,21.74,63.86,42.08,4256,171
Milwaukee,WI,112.4038374,61.21931445891554,248.7961685,93.83842606463809,50.805827484320346,48.327908055717856,63.27656192624887,14.606103797959511,568,7304,46.58,18.5,55.76,37.22,3450,359
Madison,WI,125.285525,55.60126911948489,303.7062517,86.48992967834495,43.36853110752443,42.30440176687642,86.97262257951749,13.684957163009225,597,7283,46.76,21.38,57.38,35.96,3727,379
Green Bay,WI,92.15910753,22.648929694914532,222.37602489999998,47.65993572698103,30.73091424572062,23.629514656800822,59.51795982777556,10.534923923784463,358,7885,44.42,18.5,53.6,35.06,3127,514
Cheyenne,WY,111.06779979999999,,258.14349849999996,,41.147110305627045,,70.3534577766534,,364,7170,46.22,30.92,61.88,30.92,1727,512
Casper,WY,118.8139987,,296.7982434,,32.85418057436471,,81.75122561315307,,314,7866,44.24,25.880000000000006,57.2,31.46,1301,734
Gillette,WY,110.6581601,,268.5848587,,35.230859536336105,,68.48671187470812,,522,7375,46.22,26.06,59.18,33.26,1694,588
Laramie,WY,79.39160229,,179.518493,,,,,29.856481301231998,70,8767,41.18,29.12,55.76,26.6,1143,497
